FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
894					100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of moderate activity	415247	446873	Complete	Integer	minutes/day	Data	Primary	Unisex	3	1	100291	"ACE touchscreen question ""How many minutes did you usually spend doing moderate activities on a typical DAY?"" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you usually spend doing moderate physical activity on each day of the week varies a lot, give an average of the time you spend doing moderate physical activity.      ~F894~ was collected from participants who indicated that they did moderate physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to question ~F884~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=894
904					100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Number of days/week of vigorous physical activity 10+ minutes	501747	542185	Complete	Integer	days/week	Data	Primary	Unisex	3	1	100291	"ACE touchscreen question ""In a typical WEEK, how many days did you do 10 minutes or more of vigorous physical activity? (These are activities that make you sweat or breathe hard such as fast cycling, aerobics, heavy lifting)"" The following checks were performed:  If answer   If answer > 7 then rejected   If the participant activated the Help button they were shown the message:     Count the number of days in a week that you do vigorous physical activities for at least 10 minutes continuously at a time. Remember to include activities that you do for work, leisure, travel and around the house.     "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=904
914					100291	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of vigorous activity	300331	321408	Complete	Integer	minutes/day	Data	Primary	Unisex	3	1	100291	"ACE touchscreen question ""How many minutes did you usually spend doing vigorous activities on a typical DAY?"" The following checks were performed:  If answer   If answer > 1440 then rejected  If answer   If answer > 300 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you usually spend doing vigorous physical activity on each day of the week varies a lot, give an average of the time you spend doing vigorous physical activity.      This information was collected from participants who indicated that they did vigorous physical activities for 10 minutes on at least 1 day per week in the previous 4 weeks, as defined by their answers to ~F904~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=914
924					100313	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Usual walking pace	499845	540179	Complete	Categorical single	Data	Primary	Unisex	3	1	100313	"ACE touchscreen question ""How would you describe your usual walking pace? "" If the participant activated the Help button they were shown the message:     Slow pace is defined as less than 3 miles per hour. Steady average pace is defined as between 3-4 miles per hour. Fast pace is defined as more than 4 miles per hour.      ~F924~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=924	
943					100314	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of stair climbing in last 4 weeks	496763	536422	Complete	Categorical single	Data	Primary	Unisex	3	1	100314	"ACE touchscreen question ""At home, during the last 4 weeks, about how many times a DAY do you climb a flight of stairs? (approx 10 steps)"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F943~ was collected from all participants except those who indicated they were unable to walk, as defined by their answers to ~F864~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=943	
971					100317	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of walking for pleasure in last 4 weeks	355816	382167	Complete	Categorical single	Data	Primary	Unisex	3	1	100317	"ACE touchscreen question ""How many times in the last 4 weeks did you go walking for pleasure?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F971~ was collected from participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=971	
981					100318	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration walking for pleasure	355816	382167	Complete	Categorical single	Data	Primary	Unisex	3	1	100318	"ACE touchscreen question ""Each time you went walking for pleasure, about how long did you spend doing it?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F981~ was collected from all participants who indicated that they spent time walking for pleasure in the previous 4 weeks, as defined by their answers to ~F6164~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=981	
991					100317	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of strenuous sports in last 4 weeks	51948	54748	Complete	Categorical single	Data	Primary	Unisex	3	1	100317	"ACE touchscreen question ""How many times in the last 4 weeks did you do strenuous sports?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F991~ was collected from all participants who indicated that they spent time doing strenuous sports in the previous 4 weeks, as defined by their answers to ~F6164~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=991	
1001					100318	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of strenuous sports	51948	54748	Complete	Categorical single	Data	Primary	Unisex	3	1	100318	"ACE touchscreen question ""Each time you did strenuous sports, about how long did you spend doing it?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F1001~ was collected from all participants who indicated that they spent time doing strenuous sports in the previous 4 weeks, as defined by their answers to ~F6164~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1001	
1011					100317	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Frequency of light DIY in last 4 weeks	255343	270989	Complete	Categorical single	Data	Primary	Unisex	3	1	100317	"ACE touchscreen question ""How many times in the last 4 weeks did you do light DIY?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F1011~ was collected from all participants who indicated that they spent time doing light DIY (e.g. pruning, watering the lawn) in the previous 4 weeks, as defined by their answers to ~F6164~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1011	
1021					100318	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	100054	Duration of light DIY	255343	270989	Complete	Categorical single	Data	Primary	Unisex	3	1	100318	"ACE touchscreen question ""Each time you did light DIY, about how long did you spend doing it?"" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F1021~ was collected from all participants who indicated that they spent time doing light DIY (e.g. pruning, watering the lawn) in the previous 4 weeks, as defined by their answers to ~F6164~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1021	
1031					100327	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support	100061	Frequency of friend/family visits	498645	538405	Complete	Categorical single	Data	Primary	Unisex	3	1	100327	"ACE touchscreen question ""How often do you visit friends or family or have them visit you?"" If the participant activated the Help button they were shown the message:     If this varies, please give an average of how often you visit or have had visits in the last year. Include meeting with friends or family in environments outside of the home such as in the park, at a sports field, at a restaurant or pub.     "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1031	
1050					100329	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	100055	Time spend outdoors in summer	498645	538405	Complete	Integer	hours/day	Data	Primary	Unisex	3	1	100329	"ACE touchscreen question ""In a typical DAY in summer, how many hours do you spend outdoors?"" The following checks were performed:  If answer   If answer > 24 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If the time you spend outdoors in summer varies a lot, give the average time per day. For example if you spend 1 hour a day on each weekday and 4 hours a day on the weekend, the total hours in a week is 13 (5 + 8), so you spend approximately 2 hours a day.     "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1050
